"","gutenberg_id","text"
"102",55,"it away, and now the house was as dull and gray as everything else."
"103",55,""
"104",55,"When Aunt Em came there to live she was a young, pretty wife.  The sun"
"105",55,"and wind had changed her, too.  They had taken the sparkle from her"
"106",55,"eyes and left them a sober gray; they had taken the red from her cheeks"
"107",55,"and lips, and they were gray also.  She was thin and gaunt, and never"
"108",55,"smiled now.  When Dorothy, who was an orphan, first came to her, Aunt"
"109",55,"Em had been so startled by the child's laughter that she would scream"
"110",55,"and press her hand upon her heart whenever Dorothy's merry voice"
"111",55,"reached her ears; and she still looked at the little girl with wonder"
"112",55,"that she could find anything to laugh at."
"113",55,""
"114",55,"Uncle Henry never laughed.  He worked hard from morning till night and"
"115",55,"did not know what joy was.  He was gray also, from his long beard to"
"116",55,"his rough boots, and he looked stern and solemn, and rarely spoke."
"117",55,""
"118",55,"It was Toto that made Dorothy laugh, and saved her from growing as gray"
"119",55,"as her other surroundings.  Toto was not gray; he was a little black"
"120",55,"dog, with long silky hair and small black eyes that twinkled merrily on"
"121",55,"either side of his funny, wee nose.  Toto played all day long, and"
"122",55,"Dorothy played with him, and loved him dearly."
"123",55,""
"124",55,"Today, however, they were not playing.  Uncle Henry sat upon the"
"125",55,"doorstep and looked anxiously at the sky, which was even grayer than"
"126",55,"usual.  Dorothy stood in the door with Toto in her arms, and looked at"
"127",55,"the sky too.  Aunt Em was washing the dishes."
"128",55,""
"129",55,"From the far north they heard a low wail of the wind, and Uncle Henry"
"130",55,"and Dorothy could see where the long grass bowed in waves before the"
"131",55,"coming storm.  There now came a sharp whistling in the air from the"
"132",55,"south, and as they turned their eyes that way they saw ripples in the"
"133",55,"grass coming from that direction also."
"134",55,""
"135",55,"Suddenly Uncle Henry stood up."
"136",55,""
"137",55,"""There's a cyclone coming, Em,"" he called to his wife.  ""I'll go look"
"138",55,"after the stock.""  Then he ran toward the sheds where the cows and"
"139",55,"horses were kept."
"140",55,""
"141",55,"Aunt Em dropped her work and came to the door.  One glance told her of"
"142",55,"the danger close at hand."
"143",55,""
"144",55,"""Quick, Dorothy!"" she screamed.  ""Run for the cellar!"""
"145",55,""
"146",55,"Toto jumped out of Dorothy's arms and hid under the bed, and the girl"
"147",55,"started to get him.  Aunt Em, badly frightened, threw open the trap"
"148",55,"door in the floor and climbed down the ladder into the small, dark"
"149",55,"hole.  Dorothy caught Toto at last and started to follow her aunt."
"150",55,"When she was halfway across the room there came a great shriek from the"
"151",55,"wind, and the house shook so hard that she lost her footing and sat"
"152",55,"down suddenly upon the floor."
"153",55,""
"154",55,"Then a strange thing happened."
"155",55,""
"156",55,"The house whirled around two or three times and rose slowly through the"
"157",55,"air.  Dorothy felt as if she were going up in a balloon."
"158",55,""
"159",55,"The north and south winds met where the house stood, and made it the"
"160",55,"exact center of the cyclone.  In the middle of a cyclone the air is"
"161",55,"generally still, but the great pressure of the wind on every side of"
"162",55,"the house raised it up higher and higher, until it was at the very top"
"163",55,"of the cyclone; and there it remained and was carried miles and miles"
"164",55,"away as easily as you could carry a feather."
"165",55,""
"166",55,"It was very dark, and the wind howled horribly around her, but Dorothy"
"167",55,"found she was riding quite easily.  After the first few whirls around,"
"168",55,"and one other time when the house tipped badly, she felt as if she were"
"169",55,"being rocked gently, like a baby in a cradle."
"170",55,""
"171",55,"Toto did not like it.  He ran about the room, now here, now there,"
"172",55,"barking loudly; but Dorothy sat quite still on the floor and waited to"
"173",55,"see what would happen."
"174",55,""
"175",55,"Once Toto got too near the open trap door, and fell in; and at first"
"176",55,"the little girl thought she had lost him.  But soon she saw one of his"
"177",55,"ears sticking up through the hole, for the strong pressure of the air"
"178",55,"was keeping him up so that he could not fall.  She crept to the hole,"
"179",55,"caught Toto by the ear, and dragged him into the room again, afterward"
"180",55,"closing the trap door so that no more accidents could happen."
"181",55,""
"182",55,"Hour after hour passed away, and slowly Dorothy got over her fright;"
"183",55,"but she felt quite lonely, and the wind shrieked so loudly all about"
"184",55,"her that she nearly became deaf.  At first she had wondered if she"
"185",55,"would be dashed to pieces when the house fell again; but as the hours"
"186",55,"passed and nothing terrible happened, she stopped worrying and resolved"
"187",55,"to wait calmly and see what the future would bring.  At last she"
"188",55,"crawled over the swaying floor to her bed, and lay down upon it; and"
"189",55,"Toto followed and lay down beside her."
"190",55,""
"191",55,"In spite of the swaying of the house and the wailing of the wind,"
"192",55,"Dorothy soon closed her eyes and fell fast asleep."
"193",55,""
"194",55,""
"195",55,""
"196",55,""
"197",55,"2.  The Council with the Munchkins"
"198",55,""
"199",55,""
"200",55,"She was awakened by a shock, so sudden and severe that if Dorothy had"
"201",55,"not been lying on the soft bed she might have been hurt.  As it was,"
"202",55,"the jar made her catch her breath and wonder what had happened; and"
"203",55,"Toto put his cold little nose into her face and whined dismally."
"204",55,"Dorothy sat up and noticed that the house was not moving; nor was it"
"205",55,"dark, for the bright sunshine came in at the window, flooding the"
"206",55,"little room.  She sprang from her bed and with Toto at her heels ran"
"207",55,"and opened the door."
"208",55,""
"209",55,"The little girl gave a cry of amazement and looked about her, her eyes"
"210",55,"growing bigger and bigger at the wonderful sights she saw."
"211",55,""
"212",55,"The cyclone had set the house down very gently--for a cyclone--in the"
"213",55,"midst of a country of marvelous beauty.  There were lovely patches of"
"214",55,"greensward all about, with stately trees bearing rich and luscious"
"215",55,"fruits.  Banks of gorgeous flowers were on every hand, and birds with"
"216",55,"rare and brilliant plumage sang and fluttered in the trees and bushes."
"217",55,"A little way off was a small brook, rushing and sparkling along between"
"218",55,"green banks, and murmuring in a voice very grateful to a little girl"
"219",55,"who had lived so long on the dry, gray prairies."
"220",55,""
"221",55,"While she stood looking eagerly at the strange and beautiful sights,"
"222",55,"she noticed coming toward her a group of the queerest people she had"
"223",55,"ever seen.  They were not as big as the grown folk she had always been"
"224",55,"used to; but neither were they very small.  In fact, they seemed about"
"225",55,"as tall as Dorothy, who was a well-grown child for her age, although"
"226",55,"they were, so far as looks go, many years older."
"227",55,""
"228",55,"Three were men and one a woman, and all were oddly dressed.  They wore"
"229",55,"round hats that rose to a small point a foot above their heads, with"
"230",55,"little bells around the brims that tinkled sweetly as they moved.  The"
"231",55,"hats of the men were blue; the little woman's hat was white, and she"
"232",55,"wore a white gown that hung in pleats from her shoulders.  Over it were"
"233",55,"sprinkled little stars that glistened in the sun like diamonds.  The"
"234",55,"men were dressed in blue, of the same shade as their hats, and wore"
"235",55,"well-polished boots with a deep roll of blue at the tops.  The men,"
"236",55,"Dorothy thought, were about as old as Uncle Henry, for two of them had"
"237",55,"beards.  But the little woman was doubtless much older.  Her face was"
"238",55,"covered with wrinkles, her hair was nearly white, and she walked rather"
"239",55,"stiffly."
"240",55,""
"241",55,"When these people drew near the house where Dorothy was standing in the"
"242",55,"doorway, they paused and whispered among themselves, as if afraid to"
"243",55,"come farther.  But the little old woman walked up to Dorothy, made a"
"244",55,"low bow and said, in a sweet voice:"
"245",55,""
"246",55,"""You are welcome, most noble Sorceress, to the land of the Munchkins."
"247",55,"We are so grateful to you for having killed the Wicked Witch of the"
"248",55,"East, and for setting our people free from bondage."""
"249",55,""
"250",55,"Dorothy listened to this speech with wonder.  What could the little"
"251",55,"woman possibly mean by calling her a sorceress, and saying she had"
"252",55,"killed the Wicked Witch of the East?  Dorothy was an innocent, harmless"
"253",55,"little girl, who had been carried by a cyclone many miles from home;"
"254",55,"and she had never killed anything in all her life."
"255",55,""
"256",55,"But the little woman evidently expected her to answer; so Dorothy said,"
"257",55,"with hesitation, ""You are very kind, but there must be some mistake.  I"
"258",55,"have not killed anything."""
"259",55,""
"260",55,"""Your house did, anyway,"" replied the little old woman, with a laugh,"
"261",55,"""and that is the same thing.  See!"" she continued, pointing to the"
"262",55,"corner of the house.  ""There are her two feet, still sticking out from"
"263",55,"under a block of wood."""
"264",55,""
"265",55,"Dorothy looked, and gave a little cry of fright.  There, indeed, just"
"266",55,"under the corner of the great beam the house rested on, two feet were"
"267",55,"sticking out, shod in silver shoes with pointed toes."
"268",55,""
"269",55,"""Oh, dear!  Oh, dear!"" cried Dorothy, clasping her hands together in"
"270",55,"dismay.  ""The house must have fallen on her.  Whatever shall we do?"""
"271",55,""
"272",55,"""There is nothing to be done,"" said the little woman calmly."
"273",55,""
"274",55,"""But who was she?"" asked Dorothy."
"275",55,""
"276",55,"""She was the Wicked Witch of the East, as I said,"" answered the little"
"277",55,"woman.  ""She has held all the Munchkins in bondage for many years,"
"278",55,"making them slave for her night and day.  Now they are all set free,"
"279",55,"and are grateful to you for the favor."""
"280",55,""
"281",55,"""Who are the Munchkins?"" inquired Dorothy."
"282",55,""
"283",55,"""They are the people who live in this land of the East"
"284",55," where the Wicked Witch ruled."""
"285",55,""
"286",55,"""Are you a Munchkin?"" asked Dorothy."
"287",55,""
"288",55,"""No, but I am their friend, although I live in the land of the North."
"289",55,"When they saw the Witch of the East was dead the Munchkins sent a swift"
"290",55,"messenger to me, and I came at once.  I am the Witch of the North."""
"291",55,""
"292",55,"""Oh, gracious!"" cried Dorothy.  ""Are you a real witch?"""
"293",55,""
"294",55,"""Yes, indeed,"" answered the little woman.  ""But I am a good witch, and"
"295",55,"the people love me.  I am not as powerful as the Wicked Witch was who"
"296",55,"ruled here, or I should have set the people free myself."""
"297",55,""
"298",55,"""But I thought all witches were wicked,"" said the girl, who was half"
"299",55,"frightened at facing a real witch.  ""Oh, no, that is a great mistake."
"300",55,"There were only four witches in all the Land of Oz, and two of them,"
"301",55,"those who live in the North and the South, are good witches.  I know"
"302",55,"this is true, for I am one of them myself, and cannot be mistaken."
"303",55,"Those who dwelt in the East and the West were, indeed, wicked witches;"
"304",55,"but now that you have killed one of them, there is but one Wicked Witch"
"305",55,"in all the Land of Oz--the one who lives in the West."""
"306",55,""
"307",55,"""But,"" said Dorothy, after a moment's thought, ""Aunt Em has told me"
"308",55,"that the witches were all dead--years and years ago."""
"309",55,""
"310",55,"""Who is Aunt Em?"" inquired the little old woman."
"311",55,""
"312",55,"""She is my aunt who lives in Kansas, where I came from."""
"313",55,""
"314",55,"The Witch of the North seemed to think for a time, with her head bowed"
"315",55,"and her eyes upon the ground.  Then she looked up and said, ""I do not"
"316",55,"know where Kansas is, for I have never heard that country mentioned"
"317",55,"before.  But tell me, is it a civilized country?"""
"318",55,""
"319",55,"""Oh, yes,"" replied Dorothy."
"320",55,""
"321",55,"""Then that accounts for it.  In the civilized countries I believe there"
"322",55,"are no witches left, nor wizards, nor sorceresses, nor magicians.  But,"
"323",55,"you see, the Land of Oz has never been civilized, for we are cut off"
"324",55,"from all the rest of the world.  Therefore we still have witches and"
"325",55,"wizards amongst us."""
"326",55,""
"327",55,"""Who are the wizards?"" asked Dorothy."
"328",55,""
"329",55,"""Oz himself is the Great Wizard,"" answered the Witch, sinking her voice"
"330",55,"to a whisper.  ""He is more powerful than all the rest of us together."
"331",55,"He lives in the City of Emeralds."""
"332",55,""
"333",55,"Dorothy was going to ask another question, but just then the Munchkins,"
"334",55,"who had been standing silently by, gave a loud shout and pointed to the"
"335",55,"corner of the house where the Wicked Witch had been lying."
"336",55,""
"337",55,"""What is it?"" asked the little old woman, and looked, and began to"
"338",55,"laugh.  The feet of the dead Witch had disappeared entirely, and"
"339",55,"nothing was left but the silver shoes."
"340",55,""
"341",55,"""She was so old,"" explained the Witch of the North, ""that she dried up"
"342",55,"quickly in the sun.  That is the end of her.  But the silver shoes are"
"343",55,"yours, and you shall have them to wear."" She reached down and picked up"
"344",55,"the shoes, and after shaking the dust out of them handed them to"
"345",55,"Dorothy."
"346",55,""
"347",55,"""The Witch of the East was proud of those silver shoes,"" said one of"
"348",55,"the Munchkins, ""and there is some charm connected with them; but what"
"349",55,"it is we never knew."""
"350",55,""
"351",55,"Dorothy carried the shoes into the house and placed them on the table."
"352",55,"Then she came out again to the Munchkins and said:"
"353",55,""
"354",55,"""I am anxious to get back to my aunt and uncle, for I am sure they will"
"355",55,"worry about me.  Can you help me find my way?"""
"356",55,""
"357",55,"The Munchkins and the Witch first looked at one another, and then at"
"358",55,"Dorothy, and then shook their heads."
"359",55,""
"360",55,"""At the East, not far from here,"" said one, ""there is a great desert,"
"361",55,"and none could live to cross it."""
"362",55,""
"363",55,"""It is the same at the South,"" said another, ""for I have been there and"
"364",55,"seen it.  The South is the country of the Quadlings."""
"365",55,""
"366",55,"""I am told,"" said the third man, ""that it is the same at the West.  And"
"367",55,"that country, where the Winkies live, is ruled by the Wicked Witch of"
"368",55,"the West, who would make you her slave if you passed her way."""
"369",55,""
"370",55,"""The North is my home,"" said the old lady, ""and at its edge is the same"
"371",55,"great desert that surrounds this Land of Oz.  I'm afraid, my dear, you"
"372",55,"will have to live with us."""
"373",55,""
"374",55,"Dorothy began to sob at this, for she felt lonely among all these"
"375",55,"strange people.  Her tears seemed to grieve the kind-hearted Munchkins,"
"376",55,"for they immediately took out their handkerchiefs and began to weep"
"377",55,"also.  As for the little old woman, she took off her cap and balanced"
"378",55,"the point on the end of her nose, while she counted ""One, two, three"""
"379",55,"in a solemn voice.  At once the cap changed to a slate, on which was"
"380",55,"written in big, white chalk marks:"
"381",55,""
"382",55,""
"383",55," ""LET DOROTHY GO TO THE CITY OF EMERALDS"""
"384",55,""
"385",55,""
"386",55,"The little old woman took the slate from her nose, and having read the"
"387",55,"words on it, asked, ""Is your name Dorothy, my dear?"""
"388",55,""
"389",55,"""Yes,"" answered the child, looking up and drying her tears."
"390",55,""
"391",55,"""Then you must go to the City of Emeralds.  Perhaps Oz will help you."""
"392",55,""
"393",55,"""Where is this city?"" asked Dorothy."
"394",55,""
"395",55,"""It is exactly in the center of the country, and is ruled by Oz, the"
"396",55,"Great Wizard I told you of."""
"397",55,""
"398",55,"""Is he a good man?"" inquired the girl anxiously."
"399",55,""
"400",55,"""He is a good Wizard.  Whether he is a man or not I cannot tell, for I"
"401",55,"have never seen him."""
"402",55,""
"403",55,"""How can I get there?"" asked Dorothy."
"404",55,""
"405",55,"""You must walk.  It is a long journey, through a country that is"
"406",55,"sometimes pleasant and sometimes dark and terrible.  However, I will"
"407",55,"use all the magic arts I know of to keep you from harm."""
"408",55,""
"409",55,"""Won't you go with me?"" pleaded the girl, who had begun to look upon"
"410",55,"the little old woman as her only friend."
"411",55,""
"412",55,"""No, I cannot do that,"" she replied, ""but I will give you my kiss, and"
"413",55,"no one will dare injure a person who has been kissed by the Witch of"
"414",55,"the North."""
"415",55,""
"416",55,"She came close to Dorothy and kissed her gently on the forehead.  Where"
"417",55,"her lips touched the girl they left a round, shining mark, as Dorothy"
"418",55,"found out soon after."
"419",55,""
"420",55,"""The road to the City of Emeralds is paved with yellow brick,"" said the"
"421",55,"Witch, ""so you cannot miss it.  When you get to Oz do not be afraid of"
"422",55,"him, but tell your story and ask him to help you.  Good-bye, my dear."""
"423",55,""
"424",55,"The three Munchkins bowed low to her and wished her a pleasant journey,"
"425",55,"after which they walked away through the trees.  The Witch gave Dorothy"
"426",55,"a friendly little nod, whirled around on her left heel three times, and"
"427",55,"straightway disappeared, much to the surprise of little Toto, who"
"428",55,"barked after her loudly enough when she had gone, because he had been"
"429",55,"afraid even to growl while she stood by."
"430",55,""
"431",55,"But Dorothy, knowing her to be a witch, had expected her to disappear"
"432",55,"in just that way, and was not surprised in the least."
"433",55,""
"434",55,""
"435",55,""
"436",55,""
"437",55,"3.  How Dorothy Saved the Scarecrow"
"438",55,""
"439",55,""
"440",55,"When Dorothy was left alone she began to feel hungry.  So she went to"
"441",55,"the cupboard and cut herself some bread, which she spread with butter."
"442",55,"She gave some to Toto, and taking a pail from the shelf she carried it"
"443",55,"down to the little brook and filled it with clear, sparkling water."
"444",55,"Toto ran over to the trees and began to bark at the birds sitting"
"445",55,"there.  Dorothy went to get him, and saw such delicious fruit hanging"
"446",55,"from the branches that she gathered some of it, finding it just what"
"447",55,"she wanted to help out her breakfast."
"448",55,""
"449",55,"Then she went back to the house, and having helped herself and Toto to"
"450",55,"a good drink of the cool, clear water, she set about making ready for"
"451",55,"the journey to the City of Emeralds."
"452",55,""
"453",55,"Dorothy had only one other dress, but that happened to be clean and was"
"454",55,"hanging on a peg beside her bed.  It was gingham, with checks of white"
"455",55,"and blue; and although the blue was somewhat faded with many washings,"
"456",55,"it was still a pretty frock.  The girl washed herself carefully,"
"457",55,"dressed herself in the clean gingham, and tied her pink sunbonnet on"
"458",55,"her head.  She took a little basket and filled it with bread from the"
"459",55,"cupboard, laying a white cloth over the top.  Then she looked down at"
"460",55,"her feet and noticed how old and worn her shoes were."
"461",55,""
"462",55,"""They surely will never do for a long journey, Toto,"" she said.  And"
"463",55,"Toto looked up into her face with his little black eyes and wagged his"
"464",55,"tail to show he knew what she meant."
"465",55,""
"466",55,"At that moment Dorothy saw lying on the table the silver shoes that had"
"467",55,"belonged to the Witch of the East."
"468",55,""
"469",55,"""I wonder if they will fit me,"" she said to Toto.  ""They would be just"
"470",55,"the thing to take a long walk in, for they could not wear out."""
"471",55,""
"472",55,"She took off her old leather shoes and tried on the silver ones, which"
"473",55,"fitted her as well as if they had been made for her."
"474",55,""
"475",55,"Finally she picked up her basket."
"476",55,""
"477",55,"""Come along, Toto,"" she said.  ""We will go to the Emerald City and ask"
"478",55,"the Great Oz how to get back to Kansas again."""
"479",55,""
"480",55,"She closed the door, locked it, and put the key carefully in the pocket"
"481",55,"of her dress.  And so, with Toto trotting along soberly behind her, she"
"482",55,"started on her journey."
"483",55,""
"484",55,"There were several roads nearby, but it did not take her long to find"
"485",55,"the one paved with yellow bricks.  Within a short time she was walking"
"486",55,"briskly toward the Emerald City, her silver shoes tinkling merrily on"
"487",55,"the hard, yellow road-bed.  The sun shone bright and the birds sang"
"488",55,"sweetly, and Dorothy did not feel nearly so bad as you might think a"
"489",55,"little girl would who had been suddenly whisked away from her own"
"490",55,"country and set down in the midst of a strange land."
"491",55,""
"492",55,"She was surprised, as she walked along, to see how pretty the country"
"493",55,"was about her.  There were neat fences at the sides of the road,"
"494",55,"painted a dainty blue color, and beyond them were fields of grain and"
"495",55,"vegetables in abundance.  Evidently the Munchkins were good farmers and"
"496",55,"able to raise large crops.  Once in a while she would pass a house, and"
"497",55,"the people came out to look at her and bow low as she went by; for"
"498",55,"everyone knew she had been the means of destroying the Wicked Witch and"
"499",55,"setting them free from bondage.  The houses of the Munchkins were"
"500",55,"odd-looking dwellings, for each was round, with a big dome for a roof."
"501",55,"All were painted blue, for in this country of the East blue was the"
"502",55,"favorite color."
"503",55,""
"504",55,"Toward evening, when Dorothy was tired with her long walk and began to"
"505",55,"wonder where she should pass the night, she came to a house rather"
"506",55,"larger than the rest.  On the green lawn before it many men and women"
"507",55,"were dancing.  Five little fiddlers played as loudly as possible, and"
"508",55,"the people were laughing and singing, while a big table near by was"
"509",55,"loaded with delicious fruits and nuts, pies and cakes, and many other"
"510",55,"good things to eat."
"511",55,""
"512",55,"The people greeted Dorothy kindly, and invited her to supper and to"
"513",55,"pass the night with them; for this was the home of one of the richest"
"514",55,"Munchkins in the land, and his friends were gathered with him to"
"515",55,"celebrate their freedom from the bondage of the Wicked Witch."
"516",55,""
"517",55,"Dorothy ate a hearty supper and was waited upon by the rich Munchkin"
"518",55,"himself, whose name was Boq.  Then she sat upon a settee and watched"
"519",55,"the people dance."
"520",55,""
"521",55,"When Boq saw her silver shoes he said, ""You must be a great sorceress."""
"522",55,""
"523",55,"""Why?"" asked the girl."
"524",55,""
"525",55,"""Because you wear silver shoes and have killed the Wicked Witch."
"526",55,"Besides, you have white in your frock, and only witches and sorceresses"
"527",55,"wear white."""
"528",55,""
"529",55,"""My dress is blue and white checked,"" said Dorothy, smoothing out the"
"530",55,"wrinkles in it."
"531",55,""
"532",55,"""It is kind of you to wear that,"" said Boq.  ""Blue is the color of the"
"533",55,"Munchkins, and white is the witch color.  So we know you are a friendly"
"534",55,"witch."""
"535",55,""
"536",55,"Dorothy did not know what to say to this, for all the people seemed to"
"537",55,"think her a witch, and she knew very well she was only an ordinary"
"538",55,"little girl who had come by the chance of a cyclone into a strange land."
"539",55,""
"540",55,"When she had tired watching the dancing, Boq led her into the house,"
"541",55,"where he gave her a room with a pretty bed in it.  The sheets were made"
"542",55,"of blue cloth, and Dorothy slept soundly in them till morning, with"
"543",55,"Toto curled up on the blue rug beside her."
"544",55,""
"545",55,"She ate a hearty breakfast, and watched a wee Munchkin baby, who played"
"546",55,"with Toto and pulled his tail and crowed and laughed in a way that"
"547",55,"greatly amused Dorothy.  Toto was a fine curiosity to all the people,"
"548",55,"for they had never seen a dog before."
"549",55,""
"550",55,"""How far is it to the Emerald City?"" the girl asked."
"551",55,""
"552",55,"""I do not know,"" answered Boq gravely, ""for I have never been there."
"553",55,"It is better for people to keep away from Oz, unless they have business"
"554",55,"with him.  But it is a long way to the Emerald City, and it will take"
"555",55,"you many days.  The country here is rich and pleasant, but you must"
"556",55,"pass through rough and dangerous places before you reach the end of"
"557",55,"your journey."""
"558",55,""
"559",55,"This worried Dorothy a little, but she knew that only the Great Oz"
"560",55,"could help her get to Kansas again, so she bravely resolved not to turn"
"561",55,"back."
"562",55,""
"563",55,"She bade her friends good-bye, and again started along the road of"
"564",55,"yellow brick.  When she had gone several miles she thought she would"
"565",55,"stop to rest, and so climbed to the top of the fence beside the road"
"566",55,"and sat down.  There was a great cornfield beyond the fence, and not"
"567",55,"far away she saw a Scarecrow, placed high on a pole to keep the birds"
"568",55,"from the ripe corn."
"569",55,""
"570",55,"Dorothy leaned her chin upon her hand and gazed thoughtfully at the"
"571",55,"Scarecrow.  Its head was a small sack stuffed with straw, with eyes,"
"572",55,"nose, and mouth painted on it to represent a face.  An old, pointed"
"573",55,"blue hat, that had belonged to some Munchkin, was perched on his head,"
"574",55,"and the rest of the figure was a blue suit of clothes, worn and faded,"
"575",55,"which had also been stuffed with straw.  On the feet were some old"
"576",55,"boots with blue tops, such as every man wore in this country, and the"
"577",55,"figure was raised above the stalks of corn by means of the pole stuck"
"578",55,"up its back."
"579",55,""
"580",55,"While Dorothy was looking earnestly into the queer, painted face of the"
"581",55,"Scarecrow, she was surprised to see one of the eyes slowly wink at her."
"582",55,"She thought she must have been mistaken at first, for none of the"
"583",55,"scarecrows in Kansas ever wink; but presently the figure nodded its"
"584",55,"head to her in a friendly way.  Then she climbed down from the fence"
"585",55,"and walked up to it, while Toto ran around the pole and barked."
"586",55,""
"587",55,"""Good day,"" said the Scarecrow, in a rather husky voice."
"588",55,""
"589",55,"""Did you speak?"" asked the girl, in wonder."
"590",55,""
"591",55,"""Certainly,"" answered the Scarecrow.  ""How do you do?"""
"592",55,""
"593",55,"""I'm pretty well, thank you,"" replied Dorothy politely.  ""How do you"
"594",55,"do?"""
"595",55,""
"596",55,"""I'm not feeling well,"" said the Scarecrow, with a smile, ""for it is"
"597",55,"very tedious being perched up here night and day to scare away crows."""
"598",55,""
"599",55,"""Can't you get down?"" asked Dorothy."
"600",55,""
"601",55,"""No, for this pole is stuck up my back.  If you will please take away"
"602",55,"the pole I shall be greatly obliged to you."""
"603",55,""
"604",55,"Dorothy reached up both arms and lifted the figure off the pole, for,"
"605",55,"being stuffed with straw, it was quite light."
"606",55,""
"607",55,"""Thank you very much,"" said the Scarecrow, when he had been set down on"
"608",55,"the ground.  ""I feel like a new man."""
"609",55,""
"610",55,"Dorothy was puzzled at this, for it sounded queer to hear a stuffed man"
"611",55,"speak, and to see him bow and walk along beside her."
"612",55,""
"613",55,"""Who are you?"" asked the Scarecrow when he had stretched himself and"
"614",55,"yawned.  ""And where are you going?"""
"615",55,""
"616",55,"""My name is Dorothy,"" said the girl, ""and I am going to the Emerald"
"617",55,"City, to ask the Great Oz to send me back to Kansas."""
"618",55,""
"619",55,"""Where is the Emerald City?"" he inquired.  ""And who is Oz?"""
"620",55,""
